guid ausgelesen,Schweiz (codiert),Schweiz (uncodiert),Schweiz Kriterien,Bemerkungen,Remarques,Osservazioni
E741E078-B094-4B2F-BFF9-C1044E2FF535,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1895, grosse Flüsse","Dernière mention 1895, grandes rivières","Ultimo rilevamento 1895, grandi fiumi "
3F9FC369-9C82-4513-B1F2-0C6E273F4373,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1944, Quellbäche","Dernière mention 1944, ruisselets de source","Ultimo rilevamento 1944, ruscelli sorgivi"
D1F9E22A-0DA4-441F-BFC8-9104F927C926,RE,In der Schweiz ausgestorben,,"letzter Nachweis 1908, Quellbäche","Dernière mention 1908, ruisselets de source","Ultimo rilevamento 1908, ruscelli sorgivi"
14BABB29-FD7E-4554-B44B-CE1CD15A5F62,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1900, Flüsse Mittelland","Dernière mention 1900, rivières Plateau","Ultimo rilevamento 1900, fiumi dell’Altopiano"
54BF05A8-41B0-43E8-9686-3F09C0D9F5C3,NE,Nicht beurteilt,,"vermutlich die gleiche Art wie D. muelleri (Malicky, 2005)",Probablement la même espèce que D. muelleri,Forse la stessa specie come D. muelleri
AA90791E-2C41-4FAC-B6AD-761CEBCF90FF,NE,Nicht beurteilt,,"unsicherer Nachweis ohne Beleg, Appennin-Endemit",,
B16A7E14-18EB-478E-9A97-58834ADFEB77,NE,Nicht beurteilt,,unsicherer Nachweis  1978 ohne Beleg,,
13B7E144-4E8F-4779-B75B-E68860B2BE2C,NE,Nicht beurteilt,,Fehlbestimmung,Détermination erronnée,Errore di determinazione
11738652-F230-4E2A-8F0B-04319A53D0C8,NE,Nicht beurteilt,,zwei unsicherere Nachweise ohne Belege,,
3FBAC036-6A37-48F7-8BD8-2C186FB45CB0,NE,Nicht beurteilt,,"Literaturnachweis (Ris, 1893)",,
B15D8964-E47B-4972-9BAE-1F9FCB7DD208,NE,Nicht beurteilt,,"Literaturnachweis (Ris, 1897)",,
0B8EC98D-043E-4019-91A2-EFD286112952,LC,Nicht gefährdet,,,"Rivières, Plateau",
55AD253A-8A07-43AA-82B4-D2DC679E684E,LC,Nicht gefährdet,,,,
C1C1B0B6-A199-4E1B-BAD5-8E1153218A40,LC,Nicht gefährdet,,,,
FC41EC9A-6973-4652-81C5-9A1376B94EAA,LC,Nicht gefährdet,,,,
AAFC7961-56CD-4205-B3B8-96D839A66069,LC,Nicht gefährdet,,,,
7A2FE3D5-C7CC-420D-AD7F-E34195DF2F07,LC,Nicht gefährdet,,,,
EF5E58AD-6131-4C86-82BB-5E4DCC8D6B09,LC,Nicht gefährdet,,,,
0D3CD5D2-19B7-44F8-B100-052F6CD37864,LC,Nicht gefährdet,,,,
3F6EAB03-7396-4C41-A9EC-4B0A11FB5779,LC,Nicht gefährdet,,,,
C0460423-3BE4-4DF7-A060-897B6BE6BC6A,LC,Nicht gefährdet,,,,
B9BE2C82-3B30-4C91-842B-A9B8BA81AB77,LC,Nicht gefährdet,,,,
7FF8BE34-526A-4D4E-BB04-F2B0255A9220,LC,Nicht gefährdet,,,,
B8C91789-EAC8-4C88-8E8B-0CA973A29310,LC,Nicht gefährdet,,,,
499B10EC-F5C7-4009-91F7-29C61D288F9B,LC,Nicht gefährdet,,,,
2D8E76D3-5A79-4826-923F-6951AC28AB30,LC,Nicht gefährdet,,,,
6B10BDE9-D113-4BC0-9915-B4DFA1F2C12E,LC,Nicht gefährdet,,,,
DDB240C7-AA95-463B-B244-0054BBE10721,LC,Nicht gefährdet,,,,
4BA54802-12C0-4CF5-93EE-3ACA6B24F082,LC,Nicht gefährdet,,,,
D269EF42-0826-4244-97CB-47A47C4D97DC,LC,Nicht gefährdet,,,,
DCAD281D-0408-4363-9615-4BFBF9AAC7E3,LC,Nicht gefährdet,,,,
01333ACE-8B59-48E2-A85E-616A8BA77973,LC,Nicht gefährdet,,,,
00E20038-7330-457F-8F78-29558FCF9B84,LC,Nicht gefährdet,,,,
A1BDECA5-1FEE-494D-A1EC-DADA3CCAC700,LC,Nicht gefährdet,,,,
E5F48751-1041-4C46-B417-1336355AF051,LC,Nicht gefährdet,,,,
A5713087-2942-4608-A84F-FC4765404754,LC,Nicht gefährdet,,,,
EBC24BB0-873D-4625-BE1E-B89D9175BFD4,LC,Nicht gefährdet,,,,
63B82D7C-192A-4B4A-85F6-1E9C7535A7B0,LC,Nicht gefährdet,,,,
07E8564B-C786-41FE-B0AA-E6FAD0EB0CB7,LC,Nicht gefährdet,,,,
23C12D77-7135-4D50-B9A3-2956FA584237,LC,Nicht gefährdet,,,,
124712AB-E21D-4B82-91E5-76511C552E1C,LC,Nicht gefährdet,,,,
E69DEC31-65B6-4FE7-A538-64F3849DBF39,LC,Nicht gefährdet,,,,
6116CAB5-9BFB-4B5A-97C8-E8DBFA496F2C,LC,Nicht gefährdet,,,,
347D449A-6C7D-45DC-8360-82D8781D2A3F,LC,Nicht gefährdet,,,,
090A77B9-3B78-4BC3-BCB1-15E031140402,LC,Nicht gefährdet,,,,
49CA1E68-8013-4E11-BD78-845E3BDA48ED,LC,Nicht gefährdet,,,,
ECB6A9C5-5F7F-4602-B64A-7400E2554384,LC,Nicht gefährdet,,,,
DC7C50F8-067B-4580-A8A1-0799140DEF2A,LC,Nicht gefährdet,,,,
3310C6B4-5337-44D4-A9C3-5A16D5028D1D,LC,Nicht gefährdet,,,,
A100EE39-DE12-467F-AF3D-2BA4887415C3,LC,Nicht gefährdet,,,,
932F0CD9-F686-416B-BA83-B5C5A71A4C6F,LC,Nicht gefährdet,,,,
ABA8E2A9-E91C-4ECA-8229-1D7196BC5E85,LC,Nicht gefährdet,,,,
322B6482-8171-4E85-8125-EE647F30B4EB,LC,Nicht gefährdet,,,,
2148D96D-7AE0-40C7-8C3D-E33D627B18FF,LC,Nicht gefährdet,,,,
A9E534C5-9260-4AF4-8528-35F73307795F,LC,Nicht gefährdet,,,,
FB87FD96-D5CD-4AF6-A50A-F269761092C9,LC,Nicht gefährdet,,,,
D2EC0DD1-BDB1-446A-B170-017DFC0D9533,LC,Nicht gefährdet,,,,
B2BB083D-88D2-443E-A9D6-EE539D130080,LC,Nicht gefährdet,,,,
96355110-379F-46F8-BB20-7427F2F8C6C3,LC,Nicht gefährdet,,,,
A39465F7-C847-4E70-BE6D-98BD115B2760,LC,Nicht gefährdet,,,,
49A2F3EE-C283-4EC9-B934-71CD7B0F1B76,LC,Nicht gefährdet,,,,
1EEA6263-9789-4B54-92B2-C212A587A200,LC,Nicht gefährdet,,,,
04701C06-0A10-4883-A2E3-CD9CA75B3EC8,LC,Nicht gefährdet,,,,
F904CD8D-79B9-4F83-8C2C-125A34BCB9E3,LC,Nicht gefährdet,,,,
F02E3E98-5292-403F-85D7-21A675DB30B4,LC,Nicht gefährdet,,,,
778E239E-02B9-4E27-A4A0-2D688AE7CCE1,LC,Nicht gefährdet,,,,
C3F006B4-EB43-403B-8FAC-D10A6E04EEA8,LC,Nicht gefährdet,,,,
106E6F1B-FB6D-4E79-ABC0-68F30CE57B0A,LC,Nicht gefährdet,,,,
9CA8F254-3843-4B35-8696-C33E34214CEC,LC,Nicht gefährdet,,,,
1B34FD57-0469-4F5A-83A4-74C139017B4F,LC,Nicht gefährdet,,,,
F8A003AD-A76F-4CD5-89F2-B08CA61416F6,LC,Nicht gefährdet,,,,
59792901-8EC4-47B7-ACA4-A0AD4101E405,LC,Nicht gefährdet,,,,
1084DEFB-0189-4AE0-9E74-6E0A773C6E0B,LC,Nicht gefährdet,,,,
5CFBC057-3C7D-4DAE-B8D4-808B585CD018,LC,Nicht gefährdet,,,,
E3C2F6A3-CFD2-4AAD-A988-E96D43D5A0DD,LC,Nicht gefährdet,,,,
3E0F8007-6317-4F76-8816-750E7413975E,LC,Nicht gefährdet,,,,
4531CBF4-90CA-4DC7-931C-CB2AC42BA7AC,LC,Nicht gefährdet,,,,
632FB10E-626A-4EB5-86AD-FE7A4D194AAB,LC,Nicht gefährdet,,,,
7FAE2069-55AA-41A6-996D-17FFCAC92C65,LC,Nicht gefährdet,,,,
94DC9F8E-F713-43CC-8E54-F07C65509FD3,LC,Nicht gefährdet,,,,
CDDADCA6-CCEC-4319-AD13-8337675819F1,LC,Nicht gefährdet,,,,
F6890CF8-CB67-47A5-96A8-8C5034D51F3B,LC,Nicht gefährdet,,,,
1034F18A-1DD0-4D15-A6F1-FF3CC5D27FA5,LC,Nicht gefährdet,,,,
374AE44D-72D5-4D84-BC5E-53E4ADEDB4BF,LC,Nicht gefährdet,,,,
F10119A2-3B48-47E5-8C82-3F1CBB81EC1B,LC,Nicht gefährdet,,,,
CA866FD9-6284-4493-808F-E9267CE6FA36,LC,Nicht gefährdet,,,,
ED828CA0-0784-4A5B-A326-6A47CA0776DE,LC,Nicht gefährdet,,,,
ADE30C95-1D8C-4784-8B74-D62442C32859,LC,Nicht gefährdet,,,,
F92DEC30-62F4-4AD3-8BE1-14D4E5CF1519,LC,Nicht gefährdet,,im Tessin die Unterart P.C. alpinus,,
2FFEF2DF-3F46-4993-A3E8-DF8B50B614CD,LC,Nicht gefährdet,,,,
386B4797-0152-4E43-8566-E42B3FFFDB9A,LC,Nicht gefährdet,,,,
FB0FAC6F-F6BE-4E59-A14E-DBBBFCCC847A,LC,Nicht gefährdet,,,,
D24B2513-3465-47E4-98DD-2D1236F9B351,LC,Nicht gefährdet,,in der Schweiz Übergänge zw. R. d. dorsalis u.  R. d. persimilis,,
863FFB62-34DB-43D8-9B6D-31B0C165601C,LC,Nicht gefährdet,,,,
22F0689B-313D-4172-BB84-FE3F4CFEA3A3,LC,Nicht gefährdet,,,,
A4C4C03A-BF51-493E-936F-286BEFA47B31,LC,Nicht gefährdet,,,,
4B3BF5D3-D9DC-4AE7-B2B4-29A043A4469F,LC,Nicht gefährdet,,,,
1B9230A9-D458-47F7-8C38-A8091675EE74,LC,Nicht gefährdet,,,,
0135282D-E86D-4401-8A7E-9A9C6DC7F580,LC,Nicht gefährdet,,,,
F5F015F1-6CAB-4AB6-BECF-B2250292BF98,LC,Nicht gefährdet,,,,
38DF1EB5-C6D5-4DCC-AF43-ABA62E9AAF9E,LC,Nicht gefährdet,,,,
7A19DA62-0CB5-4F8C-8F00-6F2C500AAC4B,LC,Nicht gefährdet,,,,
50E9B11A-3822-4C31-AEF1-37289A2F3D46,LC,Nicht gefährdet,,,,
40DEFECF-CFC6-4CE9-995B-4881B7764D76,LC,Nicht gefährdet,,,,
34491293-F192-4E50-9C6D-9EDDEC660CF0,LC,Nicht gefährdet,,,,
D9A0982A-F948-49E3-9DB4-C3E56788DBE6,LC,Nicht gefährdet,,,,
18EA0033-8637-42B5-8690-6A296497C4AE,LC,Nicht gefährdet,,,,
8E171F9A-33C0-4D04-88BE-5FE815814B7D,LC,Nicht gefährdet,,,,
13451AB8-5148-40F0-A4A8-1CB6D33284B3,LC,Nicht gefährdet,,,,
BD23B086-6F5E-4216-9D66-640E5EFB2E37,LC,Nicht gefährdet,,,,
E1262E9D-502B-40A5-A860-BCF361675091,LC,Nicht gefährdet,,,,
F641B993-8EB1-4462-B67A-20AC225BFCB3,NT,Potenziell gefährdet,,,,
26B6F724-9990-45D6-951F-72ADC1C8CE87,NT,Potenziell gefährdet,,,,
9D24E4ED-7ADA-4684-BCAE-0AF44E831F22,NT,Potenziell gefährdet,,,,
D8E904F8-D1F3-4E5E-8EA4-43153A3A0319,NT,Potenziell gefährdet,,,,
DD326D4F-0666-4DA2-8ED8-BD1BBBFBD57C,NT,Potenziell gefährdet,,,,
02447B45-C99A-4F1F-A9C4-A73E7FA35868,NT,Potenziell gefährdet,,,,
52B095A8-CCDF-454E-BDA6-C6BC9E9099C6,NT,Potenziell gefährdet,,,,
AD161DF9-3B93-49AD-B08B-E8A56E4AD8AE,NT,Potenziell gefährdet,,,,
A3683E19-DEE4-4F4E-AF5F-E243755CBD8E,NT,Potenziell gefährdet,,,,
2DBF8F1B-D9D9-46A8-BF45-7CA8CE561995,NT,Potenziell gefährdet,,,,
904264AC-7BDA-491B-B3DE-E46B2DA46467,NT,Potenziell gefährdet,,,,
A4D9FD28-993E-4805-8E62-65C702A9D6B0,NT,Potenziell gefährdet,,,,
738F065A-0E8D-4B9D-9769-9C1FA2BD5ADC,NT,Potenziell gefährdet,,,,
84F6D3A3-C15B-4E05-B8C6-265100067AD5,NT,Potenziell gefährdet,,,,
63DD445D-4081-4D2C-ACB9-E707ACD0E4FE,NT,Potenziell gefährdet,,,,
8963A81F-0A86-4859-820F-86F0A31B2260,NT,Potenziell gefährdet,,,,
FF62A960-E554-4942-A050-354B15FAF339,NT,Potenziell gefährdet,,,,
0D28EDB6-AAD7-462A-A0E9-C8CF9BDB9B6E,NT,Potenziell gefährdet,,,,
EB912457-A05B-4A0F-BCC0-77254A5308A9,NT,Potenziell gefährdet,,,,
D63AE9FB-DE35-458E-8DCF-8EC37C15AC07,NT,Potenziell gefährdet,,,,
196EA160-F638-4C3B-8979-12F4FA07C362,NT,Potenziell gefährdet,,,,
5ECD692D-3EC6-424F-99A9-08A27536B7AB,NT,Potenziell gefährdet,,,,
A2FA921A-58AF-46BC-98EA-1B92412D6465,NT,Potenziell gefährdet,,,,
FAD61F28-EE36-466C-BDA0-A6D5329EEC5A,NT,Potenziell gefährdet,,,,
A32044FF-B96E-422B-9CA3-C88D9B331B22,NT,Potenziell gefährdet,,,,
4E9F3E0D-AF15-4C13-BD7A-EFCE66FDCB9E,NT,Potenziell gefährdet,,,,
A092163E-4D56-44B1-8491-0E96A9B6617A,NT,Potenziell gefährdet,,,,
13D7C385-F960-4D4A-A023-04C78E6CF5A2,NT,Potenziell gefährdet,,,,
2EF589BF-BD0B-4CAD-A9E6-5736B7D582E1,NT,Potenziell gefährdet,,,,
0FE4106A-9692-497C-A5FE-FA39127DC513,NT,Potenziell gefährdet,,,,
C513FF85-332F-4A82-A8EE-578DC6C2667B,NT,Potenziell gefährdet,,,,
8BA288F7-B4C5-4F87-936B-D3F646CDF3FD,NT,Potenziell gefährdet,,,,
EE698D68-A093-4EBC-A299-C6E2BCFAED7A,NT,Potenziell gefährdet,,,,
B77718CB-FEF1-4753-821F-02BECB9967AB,NT,Potenziell gefährdet,,,,
5EB8F978-8328-4720-BCE4-A4DD2A364C5B,NT,Potenziell gefährdet,,,,
A8600FB4-3C5D-4945-83EB-A2FC770C3BD8,NT,Potenziell gefährdet,,,,
1F8D113E-9BBA-4574-990B-0B43D3AEBE1D,NT,Potenziell gefährdet,,,,
95C34BB9-F63B-487E-A9D9-98F1A582EC75,NT,Potenziell gefährdet,,,,
43D61B73-2CBB-4B79-8C03-74CA9A87BD11,NT,Potenziell gefährdet,,,,
A91473B5-13C9-464E-A625-2F0F94C25D6F,NT,Potenziell gefährdet,,,,
907F283E-7909-484B-9026-2B22CF117855,NT,Potenziell gefährdet,,,,
15F1451F-A3A1-4980-8EE6-9BAD7FF4814D,NT,Potenziell gefährdet,,,,
5716E993-6B36-43DA-B153-0192AA78533D,NT,Potenziell gefährdet,,,,
5808563B-544C-4438-98B3-8F154EB96F20,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)",Quellen,Sources,Sorgenti
1220E686-75C6-4DE9-9019-2116544F1088,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Bäche, Giessen","Ruisseaux, eaux résurgentes","Ru Ruscelli, ruscelli sorgivi delle zone golenali"
366D64B6-F944-417D-BA1E-54A58687B191,EN,Stark gefährdet,"B2a, b(i,ii,iii,iiv)",Tessin,Tessin,Ticino
957F06AD-42FA-4FBC-A854-0CE2F4CE19F6,EN,Stark gefährdet,"B2a,b(iii)",Einziger Fundort: Wutach,Seule localité connue: Wutach,Unica stazione di presenza: Wutach
9AB462DC-5526-4481-B501-3C120B02A707,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Quellen, Alpen, Eiszeitrelikt, parthenogenetisch","Sources, Alpes, relique glaciaire, parthénogénétique","Sorgenti, Alpi, relitto glaciale, partenogenesi"
814FC0F8-7044-44ED-B1D9-0F7506E36E1A,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Quellen, Alpen, parthenogenetisch","Sources, Alpes, parthénogénétique","Sorgenti, Alpi, partenogenesi"
36C8B577-4ECD-40C9-9C9C-E9D67F289D83,EN,Stark gefährdet,"B2a, b(ii,iii,iv)","Quellen, Mittelland, Voralpen, parthenogenetisch","Sources, Plateau, Préalpes, parthénogénétique","Sorgenti, Altopiano, Prealpi, partenogenesi"
38E03381-D918-4FAA-AD62-65AA9F813CA0,EN,Stark gefährdet,"B2a, b(iii)",Tessin,Tessin,Ticino
8444B5E1-46EE-4EA5-BF53-3F52993CE92F,EN,Stark gefährdet,"B2 b(ii,iv)","Quellbäche, Tessin","Ruisselets de source, Tessin","Ruscelli sorgivi, Ticino"
EB7D2161-6185-46B9-9F2D-20EC59B3C306,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Flüsse und Seen, Larven in Schwämmen","Rivières et lacs, larves dans les éponges","Fiumi e laghi, larve nelle spugne"
D2E795FA-585B-4F1C-91AB-E4E064B939B8,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Flüsse und Seen, Larven in Schwämmen","Rivières et lacs, larves dans les éponges","Fiumi e laghi, larve nelle spugne"
9C3D7BD5-FAE1-424E-A62B-FA7E4BD5DEFC,EN,Stark gefährdet,"B2a, b(i,ii,iv)",,,
C5DB8460-D886-49C9-A57B-1BB57E78973D,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Quellbäche, Zentralalpen ","Ruisselets de source, Alpes centrales","Ruscelli sorgivi, Alpi centrali "
CA71E8C1-96E0-4E5F-B550-4C0DA51A3D4D,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)",Moore,Marais,Torbiere
6BACD596-C81E-4373-8C4D-3980D830D4DA,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Moore, auch temporäre Gewässer","Marais, aussi eaux temporaires","Paludi e torbiere, anche acque temporanee"
12AAEC25-BDE4-4F57-9154-7917870F33A4,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Moore, Sümpfe","Marais, marécage",Paludi e torbiere
8F2931C3-A3E2-4902-A85E-F90BB059E0C2,EN,Stark gefährdet,"B2a, b(iii)",Moorgewässer,Cours et plans d’eau de marais,Acque palustri e torbose
B64BB02B-523C-4F53-AFED-2AB30A64D471,EN,Stark gefährdet,"B2a, b(iii)",Tessin,Tessin,Ticino
9EE0CC3C-6FB2-4F16-A791-A90EBDACE3C1,EN,Stark gefährdet,"B2a, b(iii)","Flüsse, Mittelland","Rivières, Plateau","Fiumi, Altopiano"
F45277BA-5DBF-49DB-B431-397D3BF3BC9E,EN,Stark gefährdet,"B2a, b(i,ii,iii)",,,
404187CB-B9C2-42EC-A2EF-758EF222D7F7,EN,Stark gefährdet,"B2a, b(,iii)",,,
9D261C6E-2C3A-4522-84AB-2366586D95DF,EN,Stark gefährdet,"B2a, b(iii)","Seen und Flüsse,Tessin","Lacs et rivières,Tessin","Laghi e fiumi, Ticino"
B00EA90F-03F7-4A54-9EF2-0B8042E72AE2,EN,Stark gefährdet,"B2a, b(i,ii,iv)",,,
19370641-8238-4E95-8528-9BE62F46BB7A,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Quellbäche, Bäche","Ruisselets de source, ruisseaux","Ruscelli sorgivi, ruscelli"
8C6D09F0-2701-4F33-B127-9BB5FB1F4684,EN,Stark gefährdet,"B2a, b(iii)",Seen,Lacs,Laghi
23EA49C9-5D5A-4042-85B8-06159A7059A8,EN,Stark gefährdet,"B2a, b(i,ii, iii,iv)","Bäche, kleine Stillgewässer, auch temporäre","Ruisseaux, petits plans d’eau, aussi temporaires","Ruscelli, specchi d’acqua piccoli, anche temporanei"
8880D196-B373-4A76-B61D-C8622B3F90D7,EN,Stark gefährdet,"B2a, b(iii)",Pflanzenreiche Gräben,Fossés riche en végétation,Fossi ricchi di vegetazione
5DE94F2C-7C3D-468D-8570-C31A11FBB2AF,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Moore, Bäche u. kleine Stillgewässer, auch temporäre","Marais, ruisseaux et petits plans d’eau, aussi temporaires","Paludi e torbiere, ruscelli e specchi d’acqua piccoli, anche temporanei"
03F34E0B-DB3D-4869-9EB0-2601D40FC20B,EN,Stark gefährdet,"B2a, b(ii,iii,iv)",Sommertrockene Stillgewässer,Plans d’eau secs en été,Specchi d’acqua asciutti in estate
ABB6E714-6B32-403D-AB0A-46AE62BFF9FE,EN,Stark gefährdet,"B2a, b (i,ii,iii,iv)",Moore,Marais,Paludi e torbiere
0DF9390F-144A-42E9-8DC5-8E429B234FEB,EN,Stark gefährdet,"B2a, b(i.ii,iii,iv)",Flüsse,Rivières,Fiumi
5ACA853A-27BF-4F7D-862A-5BC4D351C61A,EN,Stark gefährdet,"B2a, b(i,ii,iiii,v)",Flüsse und Seen,Rivières et lacs,Fiumi e laghi
779EB63D-ADB0-450A-9141-DBFF076BEE1F,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)","Moore, auch austrocknende Gewässer","Marais, aussi eaux temporaires","Paludi e torbiere, anche acque temporanee"
3F0ACDF8-ADD3-439B-9B4A-85DDEE68F157,EN,Stark gefährdet,"B2a, b(i,ii,iv)","Quellbäche, Bäche","Ruisselets de source, ruisseaux","Ruscelli sorgivi, ruscelli"
65621D4A-A071-4484-9B11-D6B8F27BF1E8,EN,Stark gefährdet,"B2a, b(iii)",,,
21A1F6C8-7927-426B-ACDB-C5D5F9A2FDB2,EN,Stark gefährdet,"B2a, b(i,ii, iii)","Quellbäche, Bäche","Ruisselets de source, ruisseaux","Ruscelli sorgivi, ruscelli"
87BE684F-71C6-4C56-A836-13AFC10A5AF7,EN,Stark gefährdet,"B2a, b(iii)",,,
84F5DD0D-45D4-4A90-B1A0-3F26D1BF28FA,EN,Stark gefährdet,"B2 a, b(i,ii,iv)",Fliessgewässer und Seen,Cours d’eau et lacs,Corsi d’acqua e laghi
8F5890A0-5512-408B-947C-64534F4F6686,EN,Stark gefährdet,"B2a, b(ii,iv)",kleine Bäche,Petits ruisseaux,Ruscelli piccoli
67F2E9E0-9825-4852-81F8-FD3D4DD03A81,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)",Seen,Lacs,Laghi
CE59A40B-7DCC-44C9-9C37-5D1792A5DE59,EN,Stark gefährdet,"B2a, b(i,ii,iv)","Quellen, ausschliesslich hygropterisch","Sources, seulement hygropétrique","Sorgenti, esclusivamente igropetrica"
1D38986B-3D92-4DE1-9DA5-DC8DA4E2C194,EN,Stark gefährdet,"B2a, b(i,ii,iii,iv)",,,
B071307D-8722-4354-A8CA-C45F6498DC3D,EN,Stark gefährdet,"B2a, b(iii)",Tessin,Tessin,Ticino
2F13D96B-C5EA-4081-9054-CBAA3C4AD5D3,EN,Stark gefährdet,"B2a, b(iii)",Tessin,Tessin,Ticino
87E4EEAD-01CB-4A5C-969B-9FAFF9AAFC98,EN,Stark gefährdet,"B2a, b(i, ii,iii,iv)","Kleine Bäche, Giessen","Petits ruisseaux, eaux résurgentes","To Torrenti piccoli, ruscelli sorgivi delle zone golenali"
40A5099F-D91D-4413-8C74-ADF160B9CB80,EN,Stark gefährdet,"B2a, b(i,ii,iiii,iv)",,,
55765654-F2B0-45D1-9858-3F585CBB370B,DD,Ungenügende Datengrundlage,,Einziger Nachweis 1980,,
38CA2938-ECF9-456E-A373-8D9CBA17B40F,DD,Ungenügende Datengrundlage,,Einziger Nachweis 2001 larval,,
2004F04A-DFD1-46D3-8A8A-29A1EE3653FE,DD,Ungenügende Datengrundlage,,Einziger Nachweis 2004,,
6800C4D3-F987-43D8-96B7-8D8A37051B6A,DD,Ungenügende Datengrundlage,,Einziger Nachweis 1983,,
EBFD5DFA-B372-4396-8A06-467CD9FA0244,DD,Ungenügende Datengrundlage,,Einziger Nachweis 1973,Seule mention 1973,Unico rilevamento 1973
2EA3472E-DA4E-4AFE-AF36-91E28E1A1DD4,DD,Ungenügende Datengrundlage,,"zwei Nachweise, letzmals 2003",,
21DBBFFD-60B6-4E8F-AB30-81488BD8EA3F,DD,Ungenügende Datengrundlage,,einziger Nachweis 2010,,
8701D06B-4317-4834-B4D0-3F2AA52AE2CA,DD,Ungenügende Datengrundlage,,Einziger Nachweis 2004,,
191EC531-31DB-4A71-928F-A603EA6CF300,DD,Ungenügende Datengrundlage,,einziger Nachweis 1995 ,,
F48D7A1E-5006-4821-BDE6-C48546AD62A0,DD,Ungenügende Datengrundlage,,einziger Nachweis 1991 ,,
AC1BFB59-808F-4EFA-ACFC-4063648CE574,DD,Ungenügende Datengrundlage,"B2a,b(iii) ","Quellen, Quellbäche, hygropetrisch",,
9EA1F59E-6795-4B64-9354-1E718871A359,VU,Verletzlich,"B2a, b(iii)","Seen, Bäche, hochalpin","Lacs, ruisseaux, étage alpin","Laghi, ruscelli, livello alpino"
DDF9535F-823D-4ABC-BA36-B174890577ED,VU,Verletzlich,"B2a, b(iii)","Flüsse, Mittelland","Rivières, Plateau","Fiumi, Altopiano"
E2CE8972-FADC-4D76-BFCC-C6F5C3B96F73,VU,Verletzlich,"B2a, b(ii,iii)","Quellen, Flüsse, Giessen","Sources, rivières, eaux résurgentes","So Sorgenti, fiumi, ruscelli sorgivi delle zone golenali"
EED09DFA-37AA-4991-85BB-B40D6A4292BB,VU,Verletzlich,"B2 b(ii,iii)",Tessin,Tessin,Ticino
6B5A056B-8F4F-448E-BBF6-77727889860F,VU,Verletzlich,"B2a, b(ii, iii)",Flüsse,Rivières,Fiumi
6CECE15A-BD22-4C18-A027-2A1F0A4C2912,VU,Verletzlich,"B2a, b(iv, iii)",Quellen,Sources,Sorgenti
C0D232CB-0FD4-439A-B0A3-8C36B708C99D,VU,Verletzlich,"B2a,b(iv)",,,
AE523346-F53D-41D1-BACE-06D85970F47D,VU,Verletzlich,"B 2a, b(iii)",,,
B36559A0-C6D4-4DE4-A788-9DE85B43AC5F,VU,Verletzlich,"B2a, b(ii, iii,iv)",Kleine Bäche,Petits ruisseaux,Ruscelli piccoli
CD233D30-3352-4034-9F0A-CC2DDB56BA1A,VU,Verletzlich,"B2a, b(i,ii, iii,iv)",Flüsse und Seen,Rivières et lacs,Fiumi e laghi
473052D2-3802-4918-8FC4-7EC0A6B3036E,VU,Verletzlich,"B2a, b( iii)",Flüsse,Rivières,Fiumi
EE4CE9BA-6D6A-4638-A692-35CE63117587,VU,Verletzlich,"B2a, b(iii)",Quellen,Sources,Sorgenti
62D41D93-469A-4DDD-816E-D8BB1B73EB5C,VU,Verletzlich,"B2a, b(iii)","Quellbäche, Epirhithral","Ruisselets de source, épirhithral","Ruscelli sorgivi, epiritrale"
AE1A33BF-5EE8-4C77-810D-4EC90823A6F9,VU,Verletzlich,"B2a, b(ii,iv) ","Seen, Flüsse","Lacs, rivières","Laghi, fiumi"
838A5599-7084-42A5-8268-27557103C67E,VU,Verletzlich,"B2a, b(iii)","Quellbäche, Tessin","Ruisselets de source, Tessin","Ruscelli sorgivi, Ticino"
FCDD59AA-9C76-40EC-9BCF-0AF4A46AB15D,VU,Verletzlich,"B2a, b(iii)",Quellen,Sources,Sorgenti
7EC472CC-CC1F-4E64-B65E-B991657AD8FC,VU,Verletzlich,"B2a, b(iii)",Quellen,Sources,Sorgenti
F3671D48-A96A-45D5-BA60-658B32442647,VU,Verletzlich,"B2a, b(iii)",Quellen,Sources,Sorgenti
94BD1DF1-BC51-4557-87C0-F9635553FC8B,VU,Verletzlich,"B2a, b(iii)","Quellen, feuchte Stellen","Sources, endroits humides","Sorgenti, luoghi umidi"
